Frame,k=0,k=1,k=2,k=3,k=4,k=5,k=6,k=7,k=8,k=9,k=10,k=11,k=12,k=13,k=14,k=15,k=16,k=17,k=18,k=19,k=20
13,0.6866764006354629,0.6566407934454506,0.7298490420146913,0.777299571374506,0.7939601716652693,0.7518354595157511,0.8537255141270519,0.5691461543825396,0.6521596150684101,0.6231243870900555,0.7037105360248774,0.6924571802097044,0.6682298697428166,0.6270814497511477,1,1,1,1,1,1,1
14,0.6947184752701161,0.6432428245812034,0.5810010438986869,0.7028877418524043,0.7463933663324449,0.7307207610065449,0.6975149052920382,0.8086776549313144,0.5471147043961597,0.5746975137685204,0.5323808209581029,0.6374779021803182,0.6117540844518894,0.5970198604859527,0.5480389435702543,1,1,1,1,1,1
15,0.706263475161702,0.7240200961960772,0.6659233494089027,0.5948965531973981,0.7036507402422612,0.7429711779318373,0.7571899955093035,0.7088817983153618,0.8185319343825465,0.5771173819512718,0.5932442229733179,0.5600253859067272,0.6559106326041635,0.6464777884175028,0.6257412537190931,0.5700044421028708,1,1,1,1,1
16,0.7500443558266658,0.8111182498105499,0.7873612439196773,0.7424364211904506,0.6945074523454061,0.7844913503220841,0.8140580827550759,0.8043284196145098,0.7607281234008334,0.8547791715667059,0.6024588176336507,0.6586561200358803,0.6467858759619738,0.7194714334868022,0.7127302288534336,0.6906283106511286,0.6484467068220505,1,1,1,1
17,0.7781791697013838,0.7416701335047842,0.7669165055570899,0.7985653745253077,0.7153956591504096,0.7557780399777901,0.7425498460192964,0.7699574870099197,0.7864386679339722,0.8235917237608706,0.8328554405302748,0.6508250881431461,0.7207150979369544,0.6971583775335024,0.7803386966044114,0.7669870012512164,0.7454032334391644,0.7001357908302268,1,1,1
18,0.7231078717790604,0.7856893681912869,0.7285476516412412,0.7676300464504218,0.7598484404601473,0.7121013924013837,0.6510385928928706,0.7335573320974781,0.763379443415154,0.7749009941366779,0.7172880835675437,0.8231176436369277,0.5903833836581571,0.6137629086755818,0.5803054339723619,0.6710011118093488,0.6640740023246803,0.6287705932400032,0.584359790612391,1,1
19,0.6796729350733566,0.7385687676500631,0.7860804396702473,0.7419928477908272,0.7757559749166006,0.7646175156563981,0.7170342698423452,0.6399906125322694,0.7266958019836673,0.7581920467067489,0.7652154801369988,0.7159897182135877,0.8140817746249792,0.5654701907641766,0.6198527665637616,0.5735625324837822,0.6728066439522998,0.6531001870000686,0.6243205663000885,0.5764515405397497,1
20,0.7158329350268984,0.7025414937759336,0.7470252924879915,0.804075513384491,0.75093301714419,0.785827460510328,0.7663608861130087,0.7121223917782622,0.6449456405051432,0.7348131067490844,0.7619879709991022,0.7759802851738687,0.7120704999226126,0.8178126162096568,0.5956921162433204,0.6087715428363176,0.5839147119902768,0.6771874214808945,0.6657275262068765,0.6387502168423893,0.5930910635668495
21,0.6746238340334063,0.7442703814546554,0.7098606895478248,0.7620495299862953,0.8055732453347229,0.7632398459912426,0.7919466904272159,0.7792041807492402,0.7217567670028053,0.65076487035853,0.734896937097893,0.7656098090482618,0.7774152425271679,0.7288594502426502,0.8304697426561226,0.6024562629330037,0.6152287311892521,0.59048894466244,0.6801098172867557,0.66613264673628,0.6379189481063261
22,0.7417303144790846,0.7178061406640486,0.768496547786837,0.7509707412853407,0.7868101813048657,0.8282052411363136,0.7812871897775345,0.8110642369416778,0.7847029232771661,0.7459426532654571,0.6716435021871032,0.7535852492601867,0.7811958669556665,0.7872629512108232,0.7453878052792423,0.8460078858724508,0.6354876266442072,0.646414084750151,0.6225090755447482,0.7011602711959181,0.6825695530405436
23,0.7534882138076548,0.6995792927207598,0.6591876208897485,0.7268295903434161,0.7149155349097283,0.7738549008751943,0.7872701772839831,0.743782816610397,0.7955060204156879,0.7471664647862952,0.6908611977206751,0.6098895740092545,0.7239263803680982,0.76427716284052,0.7553410333858489,0.6848921172065277,0.8035470076193371,0.5495117841700331,0.5674861001640288,0.5354721807716905,0.6352655178002269
24,0.6856631578947369,0.780773186139736,0.7253198841879145,0.6761212146362212,0.7537207473160566,0.7283285489022764,0.7930081882502584,0.8405094657547825,0.7530859241715674,0.7845304424047636,0.7569256447312178,0.7364780867060008,0.637129605249833,0.7496684021934947,0.7883337242943154,0.7959685167393393,0.7155187879996013,0.8176099352665436,0.5759484609878311,0.5957631429340833,0.5997641946076568
